iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep,epsilon
8,8,0,0.0,1,8,0,1.0
2,10,0,0.0,2,10,0,0.9901493354116764
13,23,0,0.0,3,23,0,0.9803966865736877
7,30,0,0.0,4,30,0,0.970741078213023
17,47,0,0.0,5,46,1,0.9611815447608
15,62,0,0.0,6,61,1,0.9517171302557069
6,68,0,0.0,7,67,1,0.9423468882484062
8,76,0,0.0,8,75,1,0.9330698817068888
4,80,0,0.0,9,79,1,0.9238851829227694
9,89,0,0.0,10,88,1,0.9147918734185159
6,95,1,1.0,11,94,1,0.9057890438555999
6,101,1,0.0,12,100,1,0.896875793943563
5,106,1,0.0,13,105,1,0.888051232349986
10,116,1,0.0,14,114,2,0.8793144766113556
3,119,1,0.0,15,117,2,0.8706646530448178
23,142,1,0.0,16,140,2,0.8621008966608072
8,150,1,0.0,17,148,2,0.8536223510765493
11,161,1,0.0,18,156,5,0.8452281684304199
6,167,1,0.0,19,162,5,0.8369175092971592
3,170,1,0.0,20,164,6,0.8286895426039287
14,184,1,0.0,21,173,11,0.820543445547202
8,192,1,0.0,22,178,14,0.8124784035104852
15,207,1,0.0,23,187,20,0.8044936099828537
19,226,1,0.0,24,202,24,0.7965882664783007
10,236,1,0.0,25,208,28,0.7887615824558879
3,239,1,0.0,26,210,29,0.7810127752406908
25,264,1,0.0,27,228,36,0.7733410699455306
2,266,1,0.0,28,230,36,0.7657456993934846
3,269,1,0.0,29,233,36,0.7582259040411682
6,275,1,0.0,30,238,37,0.7507809319027796
20,295,1,0.0,31,251,44,0.7434100384749007
10,305,1,0.0,32,257,48,0.7361124866620463
15,320,1,0.0,33,267,53,0.7288875467029541
7,327,1,0.0,34,272,55,0.7217344960976069
12,339,1,0.0,35,281,58,0.7146526195349836
7,346,1,0.0,36,287,59,0.7076412088215263
9,355,1,0.0,37,293,62,0.7006995628103208
3,358,1,0.0,38,296,62,0.6938269873309811
14,372,1,0.0,39,304,68,0.6870227951202322
15,387,2,1.0,40,315,72,0.680286305753183
11,398,2,0.0,41,325,73,0.6736168455752829
8,406,2,0.0,42,331,75,0.6670137476349562
5,411,2,0.0,43,335,76,0.6604763516169062
3,414,2,0.0,44,338,76,0.6540040037760834
7,421,2,0.0,45,344,77,0.64759605687231
9,430,2,0.0,46,352,78,0.6412518701055556
14,444,2,0.0,47,363,81,0.6349708090518567
8,452,2,0.0,48,371,81,0.6287522455998737
12,464,2,0.0,49,379,85,0.6225955578880794
13,477,2,0.0,50,389,88,0.616500130242572
4,481,2,0.0,51,392,89,0.6104653531155071
12,493,2,0.0,52,398,95,0.6044906230241432
11,504,2,0.0,53,406,98,0.5985753424904925
2,506,2,0.0,54,408,98,0.5927189199815717
4,510,2,0.0,55,412,98,0.5869207698502498
11,521,3,1.0,56,419,102,0.5811803122766818
47,568,3,0.0,57,443,125,0.5754969732103268
8,576,3,0.0,58,447,129,0.5698701843125418
42,618,3,0.0,59,466,152,0.564299382899748
66,684,3,0.0,60,498,186,0.558784011887162
21,705,3,0.0,61,514,191,0.5533235197330862
36,741,4,1.0,62,533,208,0.5479173603837548
12,753,4,0.0,63,539,214,0.5425649932187278
13,766,4,0.0,64,548,218,0.5372658829968282
30,796,5,1.0,65,563,233,0.5320194998026181
9,805,6,1.0,66,567,238,0.5268253189934059
10,815,7,1.0,67,571,244,0.5216828211467822
5,820,7,0.0,68,575,245,0.516591492008677
6,826,8,1.0,69,576,250,0.5115508224419336
6,832,8,0.0,70,580,252,0.5065603083753949
6,838,9,1.0,71,583,255,0.5016194507534953
11,849,10,1.0,72,587,262,0.49672775548635545
5,854,10,0.0,73,590,264,0.491884733400372
6,860,11,1.0,74,592,268,0.48708990018930043
9,869,12,1.0,75,595,274,0.48234277636582407
6,875,12,0.0,76,599,276,0.47764288721360454
8,883,13,1.0,77,602,281,0.47298976273981014
14,897,13,0.0,78,611,286,0.4683829376281158
6,903,14,1.0,79,612,291,0.4638219511921713
11,914,15,1.0,80,617,297,0.4593063473295323
9,923,15,0.0,81,623,300,0.45483567447604933
14,937,16,1.0,82,630,307,0.4504094855607117
13,950,17,1.0,83,635,315,0.44602733796093924
5,955,17,0.0,84,637,318,0.4416887934583202
8,963,17,0.0,85,641,322,0.43739341819478894
6,969,17,0.0,86,644,325,0.43314078262923944
6,975,17,0.0,87,648,327,0.4289304614945713
3,978,17,0.0,88,650,328,0.42476203375516264
6,984,18,1.0,89,651,333,0.42063508256476556
4,988,18,0.0,90,653,335,0.41654919522482203
10,998,19,1.0,91,657,341,0.4125039631431931
9,1007,20,1.0,92,659,348,0.40849898179329963
3,1010,20,0.0,93,660,350,0.404533850673669
2,1012,20,0.0,94,661,351,0.40060817326788506
5,1017,20,0.0,95,662,355,0.3967215570049359
6,1023,21,1.0,96,663,360,0.3928736132199562
3,1026,21,0.0,97,665,361,0.38906395711536096
3,1029,21,0.0,98,668,361,0.38529220772236483
4,1033,21,0.0,99,670,363,0.3815579878628856
8,1041,22,1.0,100,672,369,0.37786092411182526
10,1051,23,1.0,101,674,377,0.3742006467597279
4,1055,23,0.0,102,676,379,0.3705767897758081
8,1063,24,1.0,103,677,386,0.3669889907713475
