iteration,successes,successes_episode,reward_episode,episode_count,random_act,timestep,epsilon
200,132,0,-812,1,200,0,1.0
200,275,0,-713,2,399,1,0.9901493354116764
200,413,0,-758,3,597,3,0.9803966865736877
200,554,0,-731,4,790,10,0.970741078213023
200,679,0,-875,5,983,17,0.9611815447608
200,815,0,-776,6,1179,21,0.9517171302557069
200,957,0,-722,7,1366,34,0.9423468882484062
68,1010,1,-182,8,1429,39,0.9330698817068888
200,1156,1,-686,9,1610,58,0.9238851829227694
200,1297,1,-731,10,1792,76,0.9147918734185159
52,1337,2,-139,11,1832,88,0.9057890438555999
200,1485,2,-668,12,2010,110,0.896875793943563
37,1511,3,-115,13,2043,114,0.888051232349986
200,1661,3,-650,14,2217,140,0.8793144766113556
46,1695,4,-133,15,2253,150,0.8706646530448178
200,1834,4,-749,16,2418,185,0.8621008966608072
200,1959,4,-875,17,2593,210,0.8536223510765493
200,2104,4,-695,18,2758,245,0.8452281684304199
200,2246,4,-722,19,2935,268,0.8369175092971592
101,2328,5,-251,20,3015,289,0.8286895426039287
120,2408,6,-459,21,3115,309,0.820543445547202
151,2524,7,-445,22,3233,342,0.8124784035104852
200,2676,7,-632,23,3399,376,0.8044936099828537
75,2735,8,-198,24,3455,395,0.7965882664783007
80,2797,9,-221,25,3524,406,0.7887615824558879
41,2833,10,-65,26,3553,418,0.7810127752406908
77,2889,11,-245,27,3616,432,0.7733410699455306
40,2916,12,-136,28,3649,439,0.7657456993934846
28,2941,13,-34,29,3664,452,0.7582259040411682
32,2967,14,-65,30,3684,464,0.7507809319027796
77,3025,15,-227,31,3738,487,0.7434100384749007
42,3060,16,-84,32,3770,497,0.7361124866620463
92,3129,17,-278,33,3840,519,0.7288875467029541
50,3167,18,-137,34,3876,533,0.7217344960976069
44,3203,19,-95,35,3907,546,0.7146526195349836
39,3234,20,-90,36,3938,554,0.7076412088215263
29,3255,21,-80,37,3958,563,0.7006995628103208
37,3284,22,-88,38,3987,571,0.6938269873309811
45,3326,23,-51,39,4017,586,0.6870227951202322
45,3360,24,-123,40,4047,601,0.680286305753183
13,3373,25,8,41,4053,608,0.6736168455752829
29,3399,26,-35,42,4072,618,0.6670137476349562
25,3417,27,-67,43,4090,625,0.6604763516169062
